S/N,Date,Branch,Pizza Sold,Price,Quantity,Time,Time Range,,
2745,12/8/2015,Ikoyi,Meatzaa,2000,2,9:04:34 AM,After 9:00am,,
2746,12/6/2015,Ikoyi,Chicken Suya,4000,5,9:04:36 AM,After 9:00am,,
2747,12/13/2015,Ibadan,Hot Pepperoni Feast,4000,5,9:04:36 AM,After 9:00am,,
2748,12/8/2015,Ibadan,Beef Suya,3000,5,9:04:38 AM,After 9:00am,,
2749,12/5/2015,Ikoyi,Chicken Bali,2000,3,9:04:39 AM,After 9:00am,,
2750,12/3/2015,Lekki,Margarita,4000,5,9:04:39 AM,After 9:00am,,
2751,12/7/2015,Gbagada,Beef Suya,3000,1,9:04:40 AM,After 9:00am,,
2752,12/11/2015,Ikoyi,Beef Suya,3000,1,9:04:40 AM,After 9:00am,,
2753,12/12/2015,Lekki,Hot Pepperoni Feast,4000,2,9:04:42 AM,After 9:00am,,
2754,12/13/2015,Lekki,Chicken Bali,2000,4,9:04:43 AM,After 9:00am,,
2755,12/4/2015,Ikoyi,Veggie Supreme,3000,2,9:04:44 AM,After 9:00am,,
2756,12/5/2015,Ikoyi,Chicken Bali,2000,1,9:04:45 AM,After 9:00am,,
2757,12/11/2015,Surulere,Veggie Supreme,3000,5,9:04:46 AM,After 9:00am,,
2758,12/15/2015,Ibadan,Beef Suya,3000,1,9:04:46 AM,After 9:00am,,
2759,12/11/2015,Surulere,Hot Pepperoni Feast,4000,1,9:04:47 AM,After 9:00am,,
2760,12/5/2015,Gbagada,Chicken Bali,2000,4,9:04:48 AM,After 9:00am,,
2761,12/6/2015,Gbagada,Hot Veggie,4000,1,9:04:50 AM,After 9:00am,,
2762,12/13/2015,Gbagada,Hot Veggie,4000,4,9:04:51 AM,After 9:00am,,
2763,12/4/2015,Gbagada,Extravaganza,2000,2,9:04:51 AM,After 9:00am,,
2764,12/11/2015,Lekki,Beef Suya,3000,3,9:04:52 AM,After 9:00am,,
2765,12/7/2015,Surulere,Extravaganza,2000,2,9:04:54 AM,After 9:00am,,
2766,12/10/2015,Ibadan,Beef Suya,3000,4,9:04:56 AM,After 9:00am,,
2767,12/5/2015,Lekki,Italiano,3000,3,9:04:57 AM,After 9:00am,,
2768,12/4/2015,Lekki,Extravaganza,2000,2,9:04:57 AM,After 9:00am,,
2769,12/12/2015,Ikoyi,Beef Suya,3000,4,9:04:57 AM,After 9:00am,,
2770,12/10/2015,Gbagada,Extravaganza,2000,2,9:04:57 AM,After 9:00am,,
2771,12/6/2015,Ibadan,Hot Pepperoni Feast,4000,4,9:05:00 AM,After 9:00am,,
2772,12/11/2015,Gbagada,Beef Suya,3000,5,9:05:01 AM,After 9:00am,,
2773,12/9/2015,Ikoyi,Chicken Bali,2000,5,9:05:01 AM,After 9:00am,,
2774,12/12/2015,Lekki,Veggie Supreme,3000,2,9:05:03 AM,After 9:00am,,
2775,12/9/2015,Ikoyi,Hot Pepperoni Feast,4000,4,9:05:05 AM,After 9:00am,,
2776,12/13/2015,Surulere,Hot Veggie,4000,4,9:05:06 AM,After 9:00am,,
2777,12/12/2015,Lekki,Extravaganza,2000,5,9:05:08 AM,After 9:00am,,
2778,12/4/2015,Lekki,Hot Pepperoni Feast,4000,1,9:05:11 AM,After 9:00am,,
2779,12/15/2015,Gbagada,Pepperoni Feast,4000,1,9:05:12 AM,After 9:00am,,
2780,12/7/2015,Ikoyi,Chicken Legend,2000,3,9:05:13 AM,After 9:00am,,
2781,12/15/2015,Gbagada,Chicken Suya,4000,5,9:05:15 AM,After 9:00am,,
2782,12/4/2015,Surulere,Veggie Supreme,3000,1,9:05:16 AM,After 9:00am,,
2783,12/6/2015,Gbagada,Chicken Bali,2000,2,9:05:18 AM,After 9:00am,,
2784,12/10/2015,Surulere,Italiano,3000,2,9:05:19 AM,After 9:00am,,
2785,12/7/2015,Ibadan,Italiano,3000,4,9:05:19 AM,After 9:00am,,
2786,12/9/2015,Ibadan,Hot Pepperoni Feast,4000,3,9:05:19 AM,After 9:00am,,
2787,12/7/2015,Gbagada,Extravaganza,2000,4,9:05:20 AM,After 9:00am,,
2788,12/10/2015,Gbagada,Meatzaa,2000,4,9:05:20 AM,After 9:00am,,
2789,12/10/2015,Ibadan,Chicken Bali,2000,1,9:05:21 AM,After 9:00am,,
2790,12/13/2015,Ikoyi,Pepperoni Suya,3000,4,9:05:21 AM,After 9:00am,,
2791,12/10/2015,Gbagada,Extravaganza,2000,1,9:05:22 AM,After 9:00am,,
2792,12/7/2015,Surulere,Beef Suya,3000,1,9:05:24 AM,After 9:00am,,
2793,12/15/2015,Ikoyi,BBQ Philly Steak,4000,3,9:05:24 AM,After 9:00am,,
2794,12/4/2015,Lekki,BBQ Philly Steak,4000,3,9:05:26 AM,After 9:00am,,
2795,12/13/2015,Lekki,Italiano,3000,4,9:05:30 AM,After 9:00am,,
2796,12/4/2015,Surulere,Pepperoni Feast,4000,3,9:05:34 AM,After 9:00am,,
2797,12/8/2015,Surulere,BBQ Philly Steak,4000,3,9:05:37 AM,After 9:00am,,
2798,12/6/2015,Lekki,Pepperoni Feast,4000,2,9:05:37 AM,After 9:00am,,
2799,12/10/2015,Lekki,Extravaganza,2000,2,9:05:37 AM,After 9:00am,,
2800,12/14/2015,Surulere,Chicken Feast,2000,3,9:05:38 AM,After 9:00am,,
2801,12/13/2015,Surulere,Margarita,4000,4,9:05:38 AM,After 9:00am,,
2802,12/5/2015,Ikoyi,Italiano,3000,3,9:05:38 AM,After 9:00am,,
2803,12/6/2015,Ibadan,Pepperoni Feast,4000,3,9:05:39 AM,After 9:00am,,
2804,12/10/2015,Gbagada,Hot Pepperoni Feast,4000,2,9:05:41 AM,After 9:00am,,
2805,12/6/2015,Ibadan,Chicken Suya,4000,5,9:05:42 AM,After 9:00am,,
2806,12/6/2015,Ikoyi,Veggie Supreme,3000,4,9:05:42 AM,After 9:00am,,
2807,12/11/2015,Surulere,Pepperoni Feast,4000,1,9:05:43 AM,After 9:00am,,
2808,12/5/2015,Gbagada,Chicken Feast,2000,3,9:05:44 AM,After 9:00am,,
2809,12/5/2015,Lekki,Hot Pepperoni Feast,4000,4,9:05:44 AM,After 9:00am,,
2810,12/10/2015,Ikoyi,BBQ Philly Steak,4000,4,9:05:45 AM,After 9:00am,,
2811,12/8/2015,Ikoyi,BBQ Philly Steak,4000,4,9:05:48 AM,After 9:00am,,
2812,12/7/2015,Ikoyi,Italiano,3000,4,9:05:51 AM,After 9:00am,,
2813,12/6/2015,Ikoyi,Chicken Suya,4000,5,9:05:51 AM,After 9:00am,,
2814,12/12/2015,Lekki,Hot Veggie,4000,5,9:05:51 AM,After 9:00am,,
2815,12/4/2015,Surulere,Chicken Bali,2000,2,9:05:52 AM,After 9:00am,,
2816,12/15/2015,Ibadan,Veggie Supreme,3000,2,9:05:53 AM,After 9:00am,,
2817,12/7/2015,Ikoyi,Italiano,3000,3,9:05:53 AM,After 9:00am,,
2818,12/12/2015,Lekki,BBQ Chicken,4000,2,9:05:54 AM,After 9:00am,,
2819,12/8/2015,Ibadan,Meatzaa,2000,1,9:05:55 AM,After 9:00am,,
2820,12/13/2015,Surulere,Italiano,3000,1,9:05:55 AM,After 9:00am,,
2821,12/11/2015,Lekki,Chicken Bali,2000,2,9:05:59 AM,After 9:00am,,
2822,12/13/2015,Ikoyi,Pepperoni Feast,4000,4,9:06:00 AM,After 9:00am,,
2823,12/5/2015,Surulere,Chicken Feast,2000,4,9:06:04 AM,After 9:00am,,
2824,12/3/2015,Ibadan,Chicken Feast,2000,5,9:06:04 AM,After 9:00am,,
2825,12/5/2015,Ikoyi,Pepperoni Suya,3000,4,9:06:04 AM,After 9:00am,,
2826,12/9/2015,Lekki,Chicken Bali,2000,3,9:06:04 AM,After 9:00am,,
2827,12/7/2015,Ibadan,Extravaganza,2000,1,9:06:05 AM,After 9:00am,,
2828,12/14/2015,Surulere,Meatzaa,2000,2,9:06:06 AM,After 9:00am,,
2829,12/15/2015,Gbagada,Pepperoni Feast,4000,2,9:06:06 AM,After 9:00am,,
2830,12/10/2015,Ikoyi,Veggie Supreme,3000,4,9:06:07 AM,After 9:00am,,
2831,12/4/2015,Ikoyi,Chicken Suya,4000,2,9:06:10 AM,After 9:00am,,
2832,12/14/2015,Lekki,Pepperoni Feast,4000,5,9:06:10 AM,After 9:00am,,
2833,12/9/2015,Lekki,BBQ Chicken,4000,5,9:06:11 AM,After 9:00am,,
2834,12/14/2015,Ibadan,Chicken Bali,2000,3,9:06:12 AM,After 9:00am,,
2835,12/12/2015,Lekki,Margarita,4000,4,9:06:12 AM,After 9:00am,,
2836,12/14/2015,Surulere,BBQ Philly Steak,4000,4,9:06:12 AM,After 9:00am,,
2837,12/15/2015,Lekki,Chicken Suya,4000,5,9:06:15 AM,After 9:00am,,
2838,12/4/2015,Lekki,Chicken Legend,2000,1,9:06:15 AM,After 9:00am,,
2839,12/11/2015,Lekki,Chicken Legend,2000,4,9:06:16 AM,After 9:00am,,
2840,12/4/2015,Ikoyi,Chicken Bali,2000,4,9:06:16 AM,After 9:00am,,
2841,12/5/2015,Gbagada,Pepperoni Feast,4000,1,9:06:16 AM,After 9:00am,,
2842,12/3/2015,Ikoyi,Chicken Feast,2000,1,9:06:17 AM,After 9:00am,,
2843,12/7/2015,Ibadan,Hot Pepperoni Feast,4000,3,9:06:17 AM,After 9:00am,,
2844,12/5/2015,Ibadan,Italiano,3000,1,9:06:21 AM,After 9:00am,,
2845,12/10/2015,Gbagada,Margarita,4000,1,9:06:22 AM,After 9:00am,,
2846,12/15/2015,Lekki,Hot Pepperoni Feast,4000,4,9:06:22 AM,After 9:00am,,
2847,12/5/2015,Ikoyi,Meatzaa,2000,4,9:06:24 AM,After 9:00am,,
2848,12/14/2015,Surulere,Beef Suya,3000,3,9:06:25 AM,After 9:00am,,
2849,12/11/2015,Ibadan,BBQ Philly Steak,4000,5,9:06:25 AM,After 9:00am,,
2850,12/10/2015,Ikoyi,Margarita,4000,1,9:06:26 AM,After 9:00am,,
2851,12/5/2015,Gbagada,Chicken Suya,4000,1,9:06:26 AM,After 9:00am,,
2852,12/14/2015,Gbagada,Chicken Feast,2000,1,9:06:30 AM,After 9:00am,,
2853,12/9/2015,Gbagada,Chicken Legend,2000,2,9:06:30 AM,After 9:00am,,
2854,12/5/2015,Ikoyi,Hot Veggie,4000,4,9:06:31 AM,After 9:00am,,
2855,12/7/2015,Ikoyi,BBQ Chicken,4000,1,9:06:33 AM,After 9:00am,,
2856,12/4/2015,Surulere,Chicken Bali,2000,5,9:06:35 AM,After 9:00am,,
2857,12/9/2015,Ikoyi,Pepperoni Suya,3000,4,9:06:37 AM,After 9:00am,,
2858,12/10/2015,Gbagada,Veggie Supreme,3000,2,9:06:37 AM,After 9:00am,,
2859,12/13/2015,Lekki,Chicken Legend,2000,1,9:06:38 AM,After 9:00am,,
2860,12/7/2015,Gbagada,Beef Suya,3000,3,9:06:38 AM,After 9:00am,,
2861,12/12/2015,Gbagada,BBQ Philly Steak,4000,3,9:06:40 AM,After 9:00am,,
2862,12/9/2015,Ikoyi,Margarita,4000,4,9:06:46 AM,After 9:00am,,
2863,12/12/2015,Ibadan,BBQ Philly Steak,4000,2,9:06:46 AM,After 9:00am,,
2864,12/7/2015,Lekki,BBQ Philly Steak,4000,5,9:06:47 AM,After 9:00am,,
2865,12/11/2015,Gbagada,Hot Veggie,4000,2,9:06:48 AM,After 9:00am,,
2866,12/8/2015,Lekki,Pepperoni Feast,4000,2,9:06:48 AM,After 9:00am,,
2867,12/6/2015,Ikoyi,Beef Suya,3000,5,9:06:49 AM,After 9:00am,,
2868,12/4/2015,Ikoyi,Chicken Feast,2000,1,9:06:52 AM,After 9:00am,,
2869,12/7/2015,Gbagada,Beef Suya,3000,1,9:06:52 AM,After 9:00am,,
2870,12/12/2015,Lekki,BBQ Chicken,4000,5,9:06:52 AM,After 9:00am,,
2871,12/3/2015,Ibadan,BBQ Philly Steak,4000,5,9:06:53 AM,After 9:00am,,
2872,12/15/2015,Surulere,Chicken Bali,2000,1,9:06:53 AM,After 9:00am,,
2873,12/14/2015,Ikoyi,Pepperoni Suya,3000,4,9:06:53 AM,After 9:00am,,
2874,12/3/2015,Lekki,Chicken Suya,4000,1,9:06:54 AM,After 9:00am,,
2875,12/6/2015,Ibadan,Chicken Bali,2000,5,9:06:55 AM,After 9:00am,,
2876,12/15/2015,Lekki,Margarita,4000,3,9:06:56 AM,After 9:00am,,
2877,12/9/2015,Lekki,BBQ Philly Steak,4000,2,9:06:56 AM,After 9:00am,,
2878,12/6/2015,Surulere,Chicken Feast,2000,2,9:06:58 AM,After 9:00am,,
2879,12/10/2015,Surulere,Italiano,3000,1,9:06:59 AM,After 9:00am,,
2880,12/14/2015,Lekki,Veggie Supreme,3000,3,9:07:01 AM,After 9:00am,,
2881,12/5/2015,Surulere,BBQ Philly Steak,4000,4,9:07:02 AM,After 9:00am,,
2882,12/12/2015,Ibadan,Hot Pepperoni Feast,4000,5,9:07:04 AM,After 9:00am,,
2883,12/15/2015,Ikoyi,Chicken Legend,2000,3,9:07:05 AM,After 9:00am,,
2884,12/3/2015,Lekki,Pepperoni Suya,3000,5,9:07:06 AM,After 9:00am,,
2885,12/9/2015,Ibadan,Chicken Feast,2000,3,9:07:06 AM,After 9:00am,,
2886,12/12/2015,Ibadan,Veggie Supreme,3000,5,9:07:07 AM,After 9:00am,,
2887,12/13/2015,Gbagada,Italiano,3000,2,9:07:08 AM,After 9:00am,,
2888,12/14/2015,Gbagada,Pepperoni Feast,4000,5,9:07:08 AM,After 9:00am,,
2889,12/15/2015,Gbagada,BBQ Philly Steak,4000,4,9:07:09 AM,After 9:00am,,
2890,12/12/2015,Ibadan,Beef Suya,3000,4,9:07:09 AM,After 9:00am,,
2891,12/4/2015,Surulere,Margarita,4000,2,9:07:09 AM,After 9:00am,,
2892,12/4/2015,Gbagada,Extravaganza,2000,4,9:07:09 AM,After 9:00am,,
2893,12/9/2015,Gbagada,Hot Pepperoni Feast,4000,3,9:07:10 AM,After 9:00am,,
2894,12/10/2015,Ikoyi,BBQ Chicken,4000,1,9:07:12 AM,After 9:00am,,
2895,12/11/2015,Ibadan,BBQ Philly Steak,4000,1,9:07:13 AM,After 9:00am,,
2896,12/3/2015,Surulere,BBQ Chicken,4000,2,9:07:15 AM,After 9:00am,,
2897,12/14/2015,Ibadan,Chicken Suya,4000,3,9:07:15 AM,After 9:00am,,
2898,12/8/2015,Surulere,Chicken Suya,4000,2,9:07:16 AM,After 9:00am,,
2899,12/9/2015,Ibadan,Hot Veggie,4000,5,9:07:17 AM,After 9:00am,,
2900,12/15/2015,Lekki,Pepperoni Feast,4000,3,9:07:18 AM,After 9:00am,,
2901,12/7/2015,Gbagada,Extravaganza,2000,3,9:07:18 AM,After 9:00am,,
2902,12/6/2015,Ikoyi,Meatzaa,2000,2,9:07:20 AM,After 9:00am,,
2903,12/5/2015,Lekki,BBQ Philly Steak,4000,1,9:07:21 AM,After 9:00am,,
2904,12/8/2015,Ikoyi,Italiano,3000,1,9:07:22 AM,After 9:00am,,
2905,12/4/2015,Gbagada,Italiano,3000,4,9:07:23 AM,After 9:00am,,
2906,12/9/2015,Lekki,Italiano,3000,5,9:07:24 AM,After 9:00am,,
2907,12/14/2015,Gbagada,BBQ Philly Steak,4000,5,9:07:26 AM,After 9:00am,,
2908,12/12/2015,Lekki,Beef Suya,3000,3,9:07:26 AM,After 9:00am,,
2909,12/14/2015,Ibadan,Chicken Feast,2000,2,9:07:26 AM,After 9:00am,,
2910,12/6/2015,Surulere,Margarita,4000,2,9:07:26 AM,After 9:00am,,
2911,12/7/2015,Ikoyi,Hot Pepperoni Feast,4000,4,9:07:28 AM,After 9:00am,,
2912,12/13/2015,Lekki,Veggie Supreme,3000,2,9:07:28 AM,After 9:00am,,
2913,12/4/2015,Surulere,Extravaganza,2000,2,9:07:28 AM,After 9:00am,,
2914,12/5/2015,Ikoyi,Veggie Supreme,3000,2,9:07:29 AM,After 9:00am,,
2915,12/6/2015,Surulere,Italiano,3000,2,9:07:29 AM,After 9:00am,,
2916,12/7/2015,Ibadan,Chicken Bali,2000,2,9:07:30 AM,After 9:00am,,
2917,12/15/2015,Lekki,Margarita,4000,5,9:07:31 AM,After 9:00am,,
2918,12/15/2015,Lekki,Chicken Bali,2000,1,9:07:32 AM,After 9:00am,,
2919,12/10/2015,Surulere,Margarita,4000,4,9:07:33 AM,After 9:00am,,
2920,12/5/2015,Lekki,Pepperoni Suya,3000,2,9:07:34 AM,After 9:00am,,
2921,12/4/2015,Ikoyi,Chicken Suya,4000,4,9:07:34 AM,After 9:00am,,
2922,12/6/2015,Lekki,Hot Veggie,4000,1,9:07:36 AM,After 9:00am,,
2923,12/9/2015,Surulere,Chicken Feast,2000,4,9:07:36 AM,After 9:00am,,
2924,12/14/2015,Lekki,Hot Veggie,4000,3,9:07:36 AM,After 9:00am,,
2925,12/5/2015,Lekki,Chicken Legend,2000,1,9:07:38 AM,After 9:00am,,
2926,12/14/2015,Ikoyi,Chicken Feast,2000,3,9:07:38 AM,After 9:00am,,
2927,12/8/2015,Surulere,Chicken Suya,4000,2,9:07:39 AM,After 9:00am,,
2928,12/15/2015,Gbagada,Extravaganza,2000,5,9:07:40 AM,After 9:00am,,
2929,12/4/2015,Ibadan,Hot Pepperoni Feast,4000,2,9:07:40 AM,After 9:00am,,
2930,12/9/2015,Surulere,Pepperoni Feast,4000,3,9:07:41 AM,After 9:00am,,
2931,12/14/2015,Gbagada,Pepperoni Feast,4000,3,9:07:43 AM,After 9:00am,,
2932,12/12/2015,Ikoyi,Hot Veggie,4000,2,9:07:43 AM,After 9:00am,,
2933,12/14/2015,Gbagada,Italiano,3000,2,9:07:43 AM,After 9:00am,,
2934,12/4/2015,Gbagada,Meatzaa,2000,2,9:07:43 AM,After 9:00am,,
2935,12/11/2015,Ikoyi,Beef Suya,3000,1,9:07:45 AM,After 9:00am,,
2936,12/5/2015,Lekki,Pepperoni Suya,3000,3,9:07:45 AM,After 9:00am,,
2937,12/5/2015,Ibadan,Chicken Feast,2000,1,9:07:46 AM,After 9:00am,,
2938,12/15/2015,Gbagada,Margarita,4000,2,9:07:50 AM,After 9:00am,,
2939,12/7/2015,Ibadan,Extravaganza,2000,3,9:07:51 AM,After 9:00am,,
2940,12/9/2015,Ikoyi,Hot Veggie,4000,1,9:07:51 AM,After 9:00am,,
2941,12/4/2015,Lekki,Extravaganza,2000,3,9:07:52 AM,After 9:00am,,
2942,12/12/2015,Ibadan,BBQ Philly Steak,4000,5,9:07:53 AM,After 9:00am,,
2943,12/4/2015,Gbagada,Chicken Suya,4000,3,9:07:53 AM,After 9:00am,,
2944,12/12/2015,Surulere,BBQ Philly Steak,4000,4,9:07:53 AM,After 9:00am,,
2945,12/11/2015,Ibadan,Hot Veggie,4000,3,9:07:54 AM,After 9:00am,,
2946,12/9/2015,Gbagada,Chicken Legend,2000,2,9:07:57 AM,After 9:00am,,
2947,12/3/2015,Gbagada,Chicken Feast,2000,3,9:07:58 AM,After 9:00am,,
2948,12/7/2015,Ibadan,Hot Veggie,4000,3,9:07:59 AM,After 9:00am,,
2949,12/11/2015,Gbagada,Veggie Supreme,3000,4,9:08:00 AM,After 9:00am,,
2950,12/8/2015,Surulere,Extravaganza,2000,2,9:08:01 AM,After 9:00am,,
2951,12/14/2015,Gbagada,BBQ Chicken,4000,5,9:08:02 AM,After 9:00am,,
2952,12/6/2015,Lekki,Pepperoni Suya,3000,3,9:08:02 AM,After 9:00am,,
2953,12/14/2015,Lekki,Italiano,3000,4,9:08:02 AM,After 9:00am,,
2954,12/4/2015,Lekki,Chicken Suya,4000,1,9:08:03 AM,After 9:00am,,
2955,12/9/2015,Ibadan,Pepperoni Suya,3000,4,9:08:04 AM,After 9:00am,,
2956,12/13/2015,Lekki,Extravaganza,2000,4,9:08:04 AM,After 9:00am,,
2957,12/12/2015,Surulere,Chicken Suya,4000,1,9:08:05 AM,After 9:00am,,
2958,12/12/2015,Gbagada,Pepperoni Suya,3000,1,9:08:05 AM,After 9:00am,,
2959,12/8/2015,Ikoyi,Pepperoni Feast,4000,5,9:08:06 AM,After 9:00am,,
2960,12/4/2015,Lekki,Pepperoni Suya,3000,2,9:08:07 AM,After 9:00am,,
2961,12/7/2015,Gbagada,Chicken Suya,4000,1,9:08:09 AM,After 9:00am,,
2962,12/7/2015,Gbagada,Hot Pepperoni Feast,4000,2,9:08:12 AM,After 9:00am,,
2963,12/14/2015,Gbagada,Chicken Bali,2000,2,9:08:18 AM,After 9:00am,,
2964,12/3/2015,Gbagada,Italiano,3000,3,9:08:19 AM,After 9:00am,,
2965,12/13/2015,Surulere,Meatzaa,2000,3,9:08:26 AM,After 9:00am,,
2966,12/3/2015,Gbagada,Veggie Supreme,3000,4,9:08:27 AM,After 9:00am,,
2967,12/8/2015,Gbagada,Pepperoni Suya,3000,3,9:08:30 AM,After 9:00am,,
2968,12/11/2015,Ibadan,Chicken Legend,2000,1,9:08:34 AM,After 9:00am,,
2969,12/10/2015,Ibadan,Pepperoni Suya,3000,5,9:08:36 AM,After 9:00am,,
2970,12/12/2015,Gbagada,Beef Suya,3000,2,9:08:38 AM,After 9:00am,,
2971,12/8/2015,Lekki,Extravaganza,2000,4,9:08:38 AM,After 9:00am,,
2972,12/8/2015,Gbagada,Extravaganza,2000,3,9:08:39 AM,After 9:00am,,
2973,12/4/2015,Lekki,BBQ Chicken,4000,3,9:08:39 AM,After 9:00am,,
2974,12/12/2015,Lekki,Italiano,3000,1,9:08:40 AM,After 9:00am,,
2975,12/15/2015,Ikoyi,Beef Suya,3000,5,9:08:41 AM,After 9:00am,,
2976,12/6/2015,Lekki,Chicken Legend,2000,5,9:08:43 AM,After 9:00am,,
2977,12/6/2015,Gbagada,Chicken Legend,2000,2,9:08:43 AM,After 9:00am,,
2978,12/9/2015,Surulere,Meatzaa,2000,2,9:08:44 AM,After 9:00am,,
2979,12/14/2015,Ibadan,Hot Veggie,4000,3,9:08:44 AM,After 9:00am,,
2980,12/6/2015,Lekki,Italiano,3000,3,9:08:44 AM,After 9:00am,,
2981,12/14/2015,Gbagada,Chicken Bali,2000,4,9:08:48 AM,After 9:00am,,
2982,12/12/2015,Ibadan,Chicken Legend,2000,3,9:08:49 AM,After 9:00am,,
2983,12/10/2015,Gbagada,Hot Veggie,4000,4,9:08:49 AM,After 9:00am,,
2984,12/11/2015,Ikoyi,Chicken Bali,2000,5,9:08:49 AM,After 9:00am,,
2985,12/7/2015,Gbagada,BBQ Philly Steak,4000,4,9:08:50 AM,After 9:00am,,
2986,12/14/2015,Gbagada,Hot Veggie,4000,2,9:08:52 AM,After 9:00am,,
2987,12/5/2015,Ibadan,Chicken Feast,2000,4,9:08:55 AM,After 9:00am,,
2988,12/13/2015,Gbagada,Margarita,4000,5,9:08:56 AM,After 9:00am,,
2989,12/14/2015,Gbagada,Chicken Feast,2000,5,9:08:56 AM,After 9:00am,,
2990,12/4/2015,Ibadan,Chicken Bali,2000,5,9:08:57 AM,After 9:00am,,
2991,12/12/2015,Ibadan,BBQ Chicken,4000,5,9:08:58 AM,After 9:00am,,
2992,12/15/2015,Ikoyi,BBQ Chicken,4000,1,9:08:58 AM,After 9:00am,,
2993,12/4/2015,Ibadan,Hot Pepperoni Feast,4000,1,9:08:59 AM,After 9:00am,,
2994,12/15/2015,Lekki,BBQ Chicken,4000,2,9:08:59 AM,After 9:00am,,
2995,12/12/2015,Surulere,Chicken Feast,2000,5,9:08:59 AM,After 9:00am,,
2996,12/13/2015,Gbagada,Italiano,3000,3,9:09:00 AM,After 9:00am,,
2997,12/9/2015,Surulere,BBQ Chicken,4000,1,9:09:00 AM,After 9:00am,,
2998,12/11/2015,Surulere,Chicken Suya,4000,4,9:09:02 AM,After 9:00am,,
2999,12/4/2015,Ibadan,Hot Veggie,4000,2,9:09:02 AM,After 9:00am,,
3000,12/7/2015,Surulere,Extravaganza,2000,2,9:09:04 AM,After 9:00am,,
3001,12/11/2015,Lekki,Chicken Bali,2000,3,9:09:04 AM,After 9:00am,,
3002,12/5/2015,Gbagada,Italiano,3000,4,9:09:06 AM,After 9:00am,,
3003,12/3/2015,Ikoyi,Chicken Suya,4000,3,9:09:06 AM,After 9:00am,,
3004,12/14/2015,Lekki,BBQ Chicken,4000,5,9:09:09 AM,After 9:00am,,
3005,12/7/2015,Ibadan,Meatzaa,2000,3,9:09:09 AM,After 9:00am,,
3006,12/7/2015,Ibadan,Italiano,3000,5,9:09:10 AM,After 9:00am,,
3007,12/3/2015,Lekki,BBQ Philly Steak,4000,5,9:09:12 AM,After 9:00am,,
3008,12/3/2015,Surulere,BBQ Chicken,4000,3,9:09:14 AM,After 9:00am,,
3009,12/8/2015,Surulere,Hot Veggie,4000,3,9:09:15 AM,After 9:00am,,
3010,12/6/2015,Gbagada,Hot Veggie,4000,5,9:09:18 AM,After 9:00am,,
3011,12/10/2015,Lekki,Chicken Bali,2000,3,9:09:23 AM,After 9:00am,,
3012,12/3/2015,Surulere,Margarita,4000,5,9:09:25 AM,After 9:00am,,
3013,12/3/2015,Lekki,Hot Pepperoni Feast,4000,3,9:09:28 AM,After 9:00am,,
3014,12/14/2015,Surulere,Pepperoni Suya,3000,4,9:09:28 AM,After 9:00am,,
3015,12/15/2015,Surulere,Pepperoni Feast,4000,2,9:09:29 AM,After 9:00am,,
3016,12/3/2015,Ibadan,Hot Veggie,4000,5,9:09:29 AM,After 9:00am,,
3017,12/5/2015,Ibadan,Beef Suya,3000,2,9:09:31 AM,After 9:00am,,
3018,12/13/2015,Ibadan,Chicken Suya,4000,4,9:09:32 AM,After 9:00am,,
3019,12/7/2015,Ibadan,Extravaganza,2000,4,9:09:32 AM,After 9:00am,,
3020,12/11/2015,Ikoyi,Pepperoni Feast,4000,3,9:09:34 AM,After 9:00am,,
3021,12/14/2015,Gbagada,Veggie Supreme,3000,4,9:09:34 AM,After 9:00am,,
3022,12/6/2015,Surulere,Pepperoni Suya,3000,3,9:09:36 AM,After 9:00am,,
3023,12/15/2015,Surulere,Hot Pepperoni Feast,4000,3,9:09:36 AM,After 9:00am,,
3024,12/13/2015,Lekki,Chicken Bali,2000,1,9:09:37 AM,After 9:00am,,
3025,12/15/2015,Gbagada,Hot Pepperoni Feast,4000,5,9:09:38 AM,After 9:00am,,
3026,12/9/2015,Lekki,Extravaganza,2000,3,9:09:41 AM,After 9:00am,,
3027,12/8/2015,Gbagada,Pepperoni Feast,4000,3,9:09:42 AM,After 9:00am,,
3028,12/12/2015,Lekki,Margarita,4000,1,9:09:44 AM,After 9:00am,,
3029,12/5/2015,Surulere,Italiano,3000,5,9:09:45 AM,After 9:00am,,
3030,12/13/2015,Ikoyi,Veggie Supreme,3000,3,9:09:46 AM,After 9:00am,,
3031,12/13/2015,Ibadan,Pepperoni Feast,4000,4,9:09:47 AM,After 9:00am,,
3032,12/5/2015,Lekki,BBQ Chicken,4000,5,9:09:48 AM,After 9:00am,,
3033,12/15/2015,Lekki,Veggie Supreme,3000,2,9:09:50 AM,After 9:00am,,
3034,12/12/2015,Ikoyi,Chicken Suya,4000,3,9:09:51 AM,After 9:00am,,
3035,12/6/2015,Ibadan,Hot Veggie,4000,4,9:09:51 AM,After 9:00am,,
3036,12/12/2015,Gbagada,Extravaganza,2000,2,9:09:54 AM,After 9:00am,,
3037,12/3/2015,Ibadan,Hot Veggie,4000,2,9:09:54 AM,After 9:00am,,
3038,12/8/2015,Gbagada,BBQ Chicken,4000,2,9:09:54 AM,After 9:00am,,
3039,12/12/2015,Lekki,Chicken Legend,2000,4,9:09:55 AM,After 9:00am,,
3040,12/8/2015,Ikoyi,Pepperoni Feast,4000,3,9:09:56 AM,After 9:00am,,
